,ID,label,tanggal,judul,narasi,nama file gambar
748,173556,1,31-Mar-20,"Efek Kejut Ciri Khas Gubernur, Angka Mayat Di Mark-Up",efek gubernur mayat   efek gubernur pecat kubur informasi mayat berani      coba,173556.jpg
749,173789,1,12-Mar-20,Alcoholic drinks can reduce the risk of infection from a coronavirus novel; COVID-19 ,novel covid novel covid,173789.png
750,173849,1,3-Mar-20,Tes Sederhana Untuk Mengenal Virus Corona Hanya Dalam Sepuluh Detik,sederhana kenal virus corona puluh detik sederhana kenal virus corona puluh detik urus dokter,173849.jpg
751,173905,1,19-Feb-20,"Foto Merobek, Membakar Dan Kencingi Al-Quran, Wanita Ini Langsung Mendapat Azab Dari Allah",foto bakar kencing   wanita azab allah wanita muda buah buku biru ukur buku rupa   bendera,173905.png
752,174301,1,17-Dec-19,Air Nanas Panas Sembuhkan Kanker,air panas sembuh kanker sebar cinta panas bunuh kanker potong   air panas air minum air panas lepas anti kanker rupa maju obat kanker bidang medis,174301.jpg
753,175069,1,21-Jul-19,"KALAU SAYA MENGUNDURKAN DIRI, EMANG ADA YG SANGGUP MEMBANGUN INDONESIA",sanggup bangun indonesia sanggup bangun indonesia,175069.png
754,175547,1,25-Apr-19,Warga madura potong tangan pelaku kecurangan yang mencoblos 100 surat suara pemilu 2019,warga potong tangan laku curang coblos  surat suara  warga potong tangan laku curang coblos  surat suara  bukti main coblos  surat suara coblos masyarakat potong tangan laku,175547.png
755,175622,1,18-Apr-19,Habib Rizieq Shihab Serukan Coblos Jokowi,habib rizieq shihab seru coblos jokowi video konten habib rizieq shihab seru coblos jokowi,175622.jpg
756,176313,1,27-Dec-18,Kinerja Jokowi Bikin UAS Jatuhkan Pilihannya,jokowi bikin uas jatuh pilih portal daring jakarta sikap abdul uas guru dukung jokowi jabat presiden,176313.jpg
757,176477,1,27-Nov-18,ARTIS AGNEZ MO MENINGGAL AKIBAT DIBUNUH,bunuh rumah temu tewas,176477.jpg
758,176712,0,17-Oct-18,Taman Impian Jaya Ancol Bantah Menggratiskan Tiket Masuk Mulai 14 Oktober hingga 6 Bulan Kedepan,jaya bantah gratis tiket  oktober  hoax,176712.png
759,177479,0,25-Jun-18,Beberapa Tokoh Gereja di Bekasi Bantah Buat Perjanjian Bersama dengan Cawalkot Rahmat Effendi,gereja bekas bantah janji rugi,177479.png
760,177764,1,26-Apr-18,"Calon Gubernur Sulawesi Selatan, Nurdin Halid Bertemu dengan Komisioner KPUD secara Diam - diam",calon gubernur sulawesi temu diam  diam panik jatuh   sebar berita bohong hoax informasi bicara    ,177764.png
761,177914,0,2-Apr-18,Prabowo Bantah Ditawari Rp. 15 Triliun untuk Menjadi Cawapres Jokowi,prabowo bantah  triliun cawapres jokowi informasi ketua partai gerindra prabowo subianto   kemarin,177914.png
762,178205,1,14-Feb-18,Pembangunan Bangunan Kuliah Akademi Komunitas Negeri Tidak Terkait Kepentingan Agama Tertentu,bangun bangun kait agama bangun bangun kait agama,178205.png
763,178444,0,26-Dec-17,Ibadah di Gereja HKBP Filadelfia Bekasi Diganggu Speaker,ibadah gereja bekas ganggu urus neraka pribadi bekas jawa indonesia  muslim media media bahas,178444.png
764,178717,1,15-Nov-17,Toyota Kadal Meluncur Bulan April 2018,     moga gabung,178717.jpg
765,178731,1,15-Nov-17,"Tolak Radikalisme, Rizieq Shihab Diusir Raja Salman dari Arab Saudi",tolak rizieq shihab raja arab saudi tolak rizieq shihab raja arab saudi,178731.jpg
766,178985,1,18-Sep-17,: Waspada Dokter Palsu PKI tularkan HIV/AIDS Lewat Jarum Suntik,waspada dokter palsu pki tular waspada dokter palsu pki tular,178985.png
767,178992,1,11-Sep-17,PANADOL P-500 ADALAH TISU BASAH YANG DIKERASKAN,keras buah akun facebook nyata rupa edar   status lupa tanggung gambar video klaim beli ambil keras air perut,178992.jpg
768,179180,1,16-Apr-17,: Editan Poster Acara Jakgram Yang menunjukan 3 Jari,edit poster  jari edit poster  jari,179180.jpg
769,179907,1,7-Sep-16,Foto Pembantaian dan Pembakaran Umat Muslim Myanmar karena Tidak Mau Pindah Agama,foto bantai bakar umat muslim myanmar pindah agama bantai umat muslim myanmar bakar pindah agama mudah,179907.jpg
770,179957,1,6-Jul-16,"Demi pencitraan, shaf sholat di Padang dimundurkan",citra sholat padang mundur rakyat coba,179957.jpg
771,180206,1,22-Sep-15,Jokowi Hendak Minta Maaf kepada PKI/Keluarga PKI,jokowi pki keluarga pki jokowi pki test,180206.png
772,180266,1,20-Aug-20,"Bendera ISRAEL di Burj Khalifa Dubai, United Arab Emirates ",bendera israel arab bendera israel arab era sejarah damai timur,180266.png
773,180472,1,4-Aug-20,Lelang Online oleh PT Pegadaian,lelang online sahabat bilang laku jual jatuh tempo online putus jatuh tempo jual cepat sistem online sistem kirim,180472.jpg
774,180484,1,2-Aug-20,Paus Jenis Nun Terdampar di Pantai Nunhila,pantai sore  juli  pantai ikan nabi,180484.jpg
775,180603,1,23-Jul-20,Megawati Anak Pungut Soekarno,megawati anak bilang megawati bicara pancasila anak,180603.jpg
776,180861,1,30-Jun-20,Survei Masyarakat untuk Publikasi Data BNPT,survei masyarakat data survei masyarakat data,180861.png
777,180930,1,21-Jun-20,"Artikel #MakzulkanJKWBubarkanPDIP Trending, RUU HIP Dituding Ide Megawati",artikel tuding megawati tuding megawati,180930.jpg
778,181069,1,5-Jun-20,Gubernur Kalbar memakai sepatu di dalam masjid,gubernur pakai masjid jabat pakai masjid,181069.png
779,181077,1,3-Jun-20,Seorang Pesepeda Meninggal Di Monas Akibat Kehabisan Oksigen Karena Memakai Masker,sepeda monas habis pakai masker sepeda pakai masker terang tarik ambil udara udara tubuh bahaya sepeda cepat butuh pakai masker arti darah racun latih masker racun sepeda zaman covid pergi sepi udara masker bawa pakai ketemu,181077.jpg
780,181335,1,8-May-20,SMKN 12 Jakut Tidak Memasang Foto Presiden Jokowi, pasang foto presiden jokowi pasang foto presiden jokowi,181335.jpg
781,181484,1,27-Apr-20,Pilkada 2020 Sumenep Siap Digelar,pilkada  gelar rakyat,181484.jpg
782,181486,1,26-Apr-20,Beberapa Negara Membuang Jenazah Pasien Covid-19 Ke Laut,negara buang jenazah pasien covid laut covid  stop,181486.png
783,181506,1,25-Apr-20,"Jokowi: Sengaja Saya Bedakan Mudik & Pulang Kampung, untuk Mengelabui Virus Corona",jokowi mudik pulang kampung virus corona,181506.png
784,182134,1,17-Feb-20,"Pesan Berantai Cipularang longsor lagi, di km.118, Kanan kiri jalan, jalan terancam putus bila longsoran lanjut",pesan longsor  kanan ancam putus longsor longsor  kanan ancam putus longsor bandung share kabar,182134.jpg
785,182521,1,11-Dec-19,Video pasien kabur ditangkap security,video pasien kabur tangkap security duga bayar pasien kabur security sakit,182521.png
786,182598,1,28-Nov-19,"Muncul Isu Seputar Penculikan Anak, Kepolisian Sidoarjo Paastikan Tidak Benar",putar culi anak polisi edar kabar tugas laku klarifikasi kabar,182598.png
787,182652,1,16-Nov-19,"Mahfud MD: Jika Tidak Ada Yang Jemput Guru Saya, Biar Saya Saja Yang Jemput HRS",jemput guru jemput ketua dpr rencana hubung bahas imam fpi habib rizieq bicara,182652.png
788,182818,1,10-Oct-19,Foto pelaku penusukan Wiranto adalah dukun pribadinya Jokowi,foto laku tusuk wiranto pribadi jokowi sholat laku tusuk pribadi jokowi besok bikin tusuk wiranto teroris laku bom potong anak presiden,182818.png
789,182829,0,9-Oct-19,Tiga Bank BUMN Tidak Suntikkan Modal Ke Bank Muamalat,bank bumn bank muka bank dana bank usaha negara bumn edar bank negara indonesia bank mandiri bank rakyat indonesia bri bantah dana bank,182829.jpg
790,183007,1,10-Sep-19,Foto Proses Produksi Mobil Esemka,foto produksi mobil esemka buka mata produksi mobil esemka,183007.jpg
791,183215,1,28-Jul-19,visa bebas dijadikan sarana rakyat China datang ke Indonesia cari pekerjaan,bebas rakyat china indonesia cari bebas rakyat china indonesia cari ktp nyata moga sadar hadap  tiongkok indonesia,183215.png
792,183635,0,10-May-19,"Klarifikasi dari Dinkes terkait Informasi Ramuan Minyak Tanah yang Bisa Mengobati Penyakit Asam Urat, Kolesterol, dan Tekanan Darah Tinggi",klarifikasi dinkes kait informasi minyak tanah obat sakit tekan darah obat sakit tekan darah bahan,183635.png
793,183671,1,5-May-19,Saksi Prabowo-Sandi di PPK Amalatu Mati Ditebas Lehernya Sampai Putus,saksi prabowo   sandi mati putus dunia saudara saksi pas malu,183671.jpg
794,183734,1,25-Apr-19,Segerombolan WNA Cina Berseragam Tentara dan Bersenjata di Kalimantan Utara,wna cina tentara senjata kalimantan masyarakat indonesia sibuk info tentara cina daerah rekam masyarakat diam rumah cek tni,183734.png
795,184084,1,3-Mar-19,Atau ini bukti kecintaannya terhadap NKRI harga mati?,bukti cinta hadap nkri harga mati kabar gembira,184084.png
796,184087,1,1-Mar-19,Selain itu juga ada kolom agama di kosongkan,agama kosong masyarakat sungguh ktp agama percaya hadap tuhan terbit,184087.png
797,184140,1,20-Feb-19,ALAT BANTU PAK DE CANGGIH,alat bantu canggih alat bantu canggih,184140.png
798,184399,1,12-Jan-19,Panglima TNI salam dua jari biarkan cebong bunuh diri,panglima tni salam jari cebong bunuh panglima tni salam jari cebong bunuh lapor,184399.png
799,185487,1,21-Jul-18,Aplikasi Game Talking Angela Berbahaya Khususnya Untuk Anak-Anak,aplikasi game bahaya anak tua,185487.png
800,185663,1,26-Jun-18,Bangkai KM Sinar Bangun Ditemukan,bangun temu bangun temu,185663.png
801,186020,1,18-Apr-18,Apa Ini yang Disebut NKRI Harga Mati?,nkri harga mati nkri harga mati tuduh cinta nkri nista agama penjara,186020.png
802,186176,1,20-Mar-18,HEINEKEN BAGI BAGI BIR GRATIS,gratis ulang gratis     sebar pesan,186176.jpg
803,186264,1,5-Mar-18,"KK dan NIK Anda Bisa Dipakai Orang Lain, Waspadalah!",nik pakai waspada  news     nik             ,186264.png
804,186505,1,22-Jan-18,: Zulkifli Hasan Sebut 5 Fraksi di DPR Dukung LGBT, dpr dukung lgbt nilai agung dpr ramai lgbt kampung negara laki laki coba diam perempuan perempuan dpr putus kemarin bahas  partai,186505.jpg
805,186535,0,16-Jan-18,"Tidak Tahu Malu,Anies Baswedan Claim Kemegahan Baru Stadion Gelora Bung Karno Karena Idenya",malu anies baswedan malu anies baswedan,186535.png
806,186542,0,15-Jan-18,: Dimana TNI dan POLRI dalam Isu Komunisme atau PKI ?,tni polri pki massa tolak pki,186542.jpg
807,186632,0,27-Dec-17,Membumikan Bikini di Tempat Umum dengan Selfie,bumi pancasila jokowi bumi president kasih negara agama lawan pesta anak   agama tutup anti tuhan islam nusantara syiah imam ,186632.jpg
808,187241,1,12-Aug-17,"RS Gatot Subroto Jkt, sdh mulai ada pengobatan tumor ganas/ kanker CELL CURE",gatot obat kanker gatot obat kanker sembuh kanker  operasi perintah jerman jerman,187241.png
809,187913,0,6-Dec-16,AWAN HITAM MENYEDOT AIR LAUT,hitam air laut tanda tanda zaman hitam air laut menit warga,187913.jpg
810,187944,0,30-Nov-16,: Ustadz AA Gym Pimpin Ribuan Umat Bela Islam Se Jawa Barat Pada 30 November ke Jakarta,ustadz pimpin umat bela islam jawa  jakarta edar info foto   laku pimpin puluh umat islam jawa aksi bela islam jilid  gabung kaki,187944.jpg
811,188198,1,18-May-16,Foto seorang adik menyuapi kakaknya dalam kondisi menyedihkan,foto sedih rawat sakit tua bantu tetangga moga sehat,188198.jpg
812,188319,0,28-Nov-15,Jokowi Lebih Memilih Helikopter Buatan Luar Negeri Dibandingkan Buatan PT Dirgantara Indonesia,jokowi pilih indonesia baca berita media nasional beli presiden jokowi berita produksi canggih perintah beli produksi italia inggris,188319.png
813,188439,1,22-Aug-20,Kambing Melahirkan Anak Babi,lahir anak babi viral lahir anak babi desa,188439.jpg
814,188762,1,27-Jul-20,Virus Baru bernama SFTS dari China,virus china virus china negara,188762.jpg
815,189039,1,2-Jul-20,Foto Uya Kuya Menghipnotis Wapres Maruf Amin,foto wapres maruf coba beliau usul partai ganti beliau nilai,189039.png
816,189150,1,16-Jun-20,Foto Megawati Potong Tumpeng Di Atas Meja Berlogo PKI,foto megawati potong logo pki  pilih kader pdip bukti pki koruptor suara bangsa rezim pilih kader partai pdip,189150.png
817,189622,1,2-May-20,Warga Jombang Jadi Korban Modus Penipuan Ilmu Gendam,warga korban modus tipu ilmu modus tipu sehat obat sehat ujung bayar obat,189622.png
818,189641,1,1-May-20,Foto wafat beberapa minggu yg lalu seorang penulis wanita dari Kuwait Nadiah al Jar rahimahallah,foto tulis wanita tulis wanita tulis buku,189641.png
819,189663,1,28-Apr-20,"Corona Merebak, Gibran Salahkan Rakyat Tak Patuhi Aturan Pemerintah",corona rakyat atur perintah warga virus corona covid atur perintah hindar mudik perintah tenaga ahli allah wabah normal putra presiden joko widodo jokowi buah video solo jawa   ,189663.jpg
820,189739,1,21-Apr-20,Azan Dapat Melemahkan Virus Corona,virus corona percaya suara adzan virus corona temu,189739.jpg
821,189928,1,31-Mar-20,Jokowi anak kandung dari SULAMI,jokowi anak kandung presiden joko widodo anak presiden jokowi anak jokowi anak kandung jokowi palsu kandung lahir rakyat indonesia hormat harga,189928.png
822,190488,1,15-Jan-20,Video Serangan ratusan roket dan rudal Iran ke Basis Militer Amerika Serikat,video serang iran militer serikat perang iran  puluh video,190488.png
823,190671,1,19-Dec-19,PLN Bantah Meminta Uang untuk Pemasangan Tutup Pengaman Box KWH Meteran Listrik,pln bantah uang pasang tutup listrik pln jual jual listrik,190671.png
824,190675,1,18-Dec-19,Bawang Merah Mampu Tangkal Racun Ular Kobra,bawang merah racun ular bawang merah letak info grup belah ular dasar pribadi,190675.png
825,191018,1,9-Oct-19,Perangkat anti pengenalan wajah demonstran Hong Kong,anti kenal wajah anti   anti kenal wajah,191018.png
826,191144,1,21-Sep-19,Video Pa jokowi nyawer ni all,video jokowi jokowi,191144.png
827,191320,1,23-Aug-19,ternyata si adik kecil ini sudah meninggal,nyata anak capai daerah,191320.png
828,191448,1,22-Jul-19,"RUSIA saja sampai meminta ilmu strategi perang kepada saya, kenapa orang INDONESIA malah meragukan saya",rusia ilmu perang indonesia rusia ilmu indonesia,191448.jpg
829,191509,1,11-Jul-19,"Dieffebachia , Tanaman hias yang beracun",tanam racun buang racun tanam,191509.jpg
830,191566,1,4-Jul-19,Indonesia mengirimkan perwakilan LGBT/GAY ke festival LGBT Paris,indonesia kirim lgbt gay lgbt indonesia jokowi kirim lgbt gay lgbt dukung jokowi tanggung dosa,191566.png
831,191575,1,3-Jul-19,Video Citilink Terbangkan Satu Penumpang Dari Kertajati Ke Surabaya,video terbang tumpang surabaya pecah pesawat terbang tumpang surabaya terbang pesawat,191575.jpg
832,191654,1,18-Jun-19,Video Wahana Ekstrim Gyro Drop Lempar Dan Memutar Pengguna di Ketinggian,video lempar putar buah video park korea lihat lempar putar keras,191654.jpg
833,191706,1,2-Jun-19,"Harga Tiket Kereta JKT-SBY Dijual hingga Rp 1,5 Juta",harga tiket kereta   sby jual   cebong keras sang tua sang rakyat,191706.png
834,192168,0,19-Mar-19,Indochina di Foto Kontainer Southern Hauliers,foto maksud kasih,192168.png
835,193215,1,30-Sep-18,Inilah korban yang terkena MUSIBAH gempar di palu,korban palu korban palu  detik aamiin moga moga aamiin,193215.jpg
836,193379,1,6-Sep-18,PLTU Paiton Meledak,ledak ledak,193379.jpg
837,193412,1,1-Sep-18,Didit Prabowo akan menikahkan para gay,prabowo nikah gay prabowo nikah gay indonesia pilih president ,193412.jpg
838,193722,1,16-Jul-18,"Pembegalan di Simpang Sei Sikambing, Medan",begal medan begal aksi begal sepeda motor korban bunuh,193722.png
839,193747,1,12-Jul-18,Tawaran Kartu Kredit Plafon 28 Juta Rupiah dari Bank Mandiri,kartu  rupiah bank mandiri bank mandiri kartu nila    ,193747.jpg
840,194266,1,11-Apr-18,Artificial Clouds Generation System |  Artificial Clouds Generation System,,194266.png
841,194267,1,11-Apr-18,Foto Penerima Hadiah Sepeda di Acara Penyerahan Sertifikat Tanah Gratis di Sukabumi,foto hadiah sepeda serah tanah gratis sukabumi foto tulis  ganti presiden kertas putih sunting foto,194267.png
842,194553,1,21-Feb-18,NYALAKAN AC TANPA BUKA KACA SAAT PERTAMA MASUK MOBIL BISA SEBABKAN KANKER,buka kaca mobil kanker mobil tutup kandung  racun pengaruh hati buruk sulit tubuh racun buka pintu mobil racun mati mobil info manfaat,194553.jpg
843,194600,0,9-Feb-18,Rombongan Presiden Jokowi Kecelakaan di Sumatera Barat,rombong presiden jokowi celaka sumatera mobil rombong presiden jokowi alami celaka sumbar tumpang mobil rombong presiden kota padang alami,194600.png
844,195061,1,17-Nov-17,Pesan Berantai Aksi Tawuran Pelajar Selama 2 Bulan di Kota Bogor,pesan aksi  kota bogor info suka lintas anak serang anak karna anak  anak saudara info waspada info lurah,195061.jpg
845,195103,1,15-Nov-17,"Pasangan di Tangerang Ditelanjangi Warga, Polisi: Mereka Tidak Mesum",pasang tangerang warga polisi pasang tangerang warga polisi,195103.jpg
846,195123,0,10-Nov-17,"Marak Hoax, Pemerintah Didesak Terapkan Kurikulum Digital",marak hoax perintah terap digital marak hoax perintah terap digital,195123.png
847,195232,1,14-Oct-17,Mengenai Pemerintah Cabut Sertifikasi Halal Dari MUI,perintah cabut halal mui perintah cabut halal mui,195232.jpg
848,195424,0,20-Aug-17,Indonesia di Tengah Pusaran Arus Informasi,indonesia arus informasi indonesia arus informasi,195424.jpg
849,196103,1,4-Dec-16,Surat Edaran Kemensos Untuk Ikut Aksi 412,surat edar aksi  edar foto surat edar menteri sosial wajib pns menteri aksi kenal budaya,196103.jpg
850,196149,0,27-Nov-16,Tips Bermedia Sosial Sehat Ala Ahmad Mustofa Bari,media sosial sehat ahmad sehat ahmad  tata niat manfaat  hati waspada dunia penuh tipu  mudah tarik rekam  ,196149.png
851,196213,0,18-Nov-16,: Kicauan Grab di Tweeter Yang Mendukung Ahok,dukung ahok indonesia dukung basuki,196213.jpg
852,196529,0,20-Nov-15,BBC News Menggunakan Foto Irak untuk Menggambarkan Pembantaian Suriah,news foto gambar bantai news photo,196529.jpg
853,196640,1,21-Aug-20,Video pesawat jatuh di Tol Banyumanik,video pesawat jatuh tol pesawat jatuh tol jalur sim pintu tol kendara mobil,196640.png
854,196759,1,11-Aug-20,Video DETIK DETIK MARUF AMIN MUNDUR & DIGANTI DENGAN PRABOWO SEBAGAI WAKIL PRESIDEN DAMPINGI JOKOWI,video detik detik maruf mundur ganti prabowo presiden damping jokowi detik detik mundur ganti prabowo presiden damping jokowi,196759.jpg
855,196857,1,3-Aug-20,Foto Habib Rizieq dan Firza Husein,foto habib rizieq halal,196857.png
856,196883,1,1-Aug-20,Pesan Berantai Ulang Tahun Whatsapp ke-11 Gratis Kuota 35 GB,pesan ulang whatsapp gratis kuota  whatsapp   internet gratis laku ,196883.jpg
857,197410,1,9-Jun-20,Hanya ada satu Dekan di satu perguruan tinggi,guru jokowi tanda tangan arti,197410.png
858,197502,1,28-May-20,Video Cina RRC menyusup masuk melalui Bandara Banyuwangi. Ketahuan dan ditangkap,video cina bandara tangkap cina bandara tangkap,197502.jpg
859,197902,1,23-Apr-20,Diganggu Preman ??? Ini no pemburu preman :,ganggu ganggu,197902.png
860,197910,1,22-Apr-20,Aplikasi Body Temperature Diary bisa mengukur suhu tubuh kita sendiri tanpa harus beli alat test,aplikasi ukur suhu tubuh beli alat test nyata ukur suhu tubuh beli alat test coba,197910.png
861,197924,1,22-Apr-20,Foto Di Tengah Pemerintah Sibuk Melawan Corona Anies Sibuk Main Bola Dengan Anaknya,foto perintah sibuk lawan corona anies sibuk main bola anak perintah sibuk lawan corona anies sibuk main bola anak hati,197924.jpg
862,197986,1,14-Apr-20,Jokowi Keluarkan Kartu Corona Indonesia Sehat,jokowi kartu corona indonesia sehat jokowi kartu hadap virus corona corona,197986.jpg
863,198038,1,7-Apr-20,Corona Jihad: Seorang Pedagang Sengaja Meludahi Bungkus Makanan,corona jihad dagang bungkus makan corona jihad,198038.jpg
864,198403,1,8-Mar-20,Mujahid Bangladesh siap Bela Muslim India #BelaMuslimIndia / Nasib Muslim India,bela muslim india muslim india bela muslim india,198403.png
865,198687,1,14-Jan-20,Surat Perintah BNPB Terkait Normalisasi Sungai di Sulawesi Tenggara,surat perintah kait sungai sulawesi surat perintah nomor    sungai provinsi sulawesi,198687.png
866,198775,1,2-Jan-20,"Foto Tak Diliput Media, Begini Kondisi Anies Saat Tangani Banjir Jakarta",foto liput media anies tangan banjir jakarta gubernur dki jakarta anies baswedan turun tangan bantu korban banjir jakarta    anies bicara,198775.png
867,199207,1,9-Oct-19,Foto Truk Bermuatan Rudal Di Jalan Tol,foto tol negara panas siang lihat bawa moga perang,199207.png
868,199745,1,6-Jul-19,Hati-Hati Daging Manusia Impor dari China,hati daging manusia impor china hati daging impor china daging kelola daging manusia waspada,199745.png
869,199985,1,14-May-19,"Aplikasi Program War Room TKN, Bisa Mengubah Data",aplikasi ubah data kenal paham aplikasi hebat ubah data ubah kertas asli,199985.png
870,200021,1,10-May-19,Pesan berantai Teresia Fidalgo,pesan baca henti baca  share  tidur belah percaya cari share kirim ,200021.jpg
871,200075,1,2-May-19,"HRS Akan Kerahkan People Power, POLRI: Kami Siap Tembak Mati Perusuh NKRI Sekalipun Itu Cucu Nabi",people polri tembak mati rusuh nkri cucu nabi people polri tembak mati rusuh nkri cucu nabi,200075.png
872,200393,1,14-Mar-19,GP Ansor Kota Pekalongan Mengajak Jangan Pilih Caleg Nonmuslim di Dapil X Jateng,kota pilih jateng akbar  ,200393.png
873,200724,1,22-Jan-19,Jadi yang Antek Jongos dan Budak Asing itu siapa?,asing asing asing asing,200724.jpg
874,200922,1,25-Dec-18,"KEKEJAMAN DI UIGHUR, MEREKA DISIKSA DAN DIAMBIL ORGAN TUBUHNYA DENGAN PAKSA",siksa ambil organ tubuh paksa siksa ambil organ tubuh paksa,200922.png
875,201309,1,11-Okt-18,Hakimnya pakai dukun cina,hakim pakai cina hakim pakai cina,201309.jpg
876,201669,1,22-Agu-18,Klaim mengabarkan gempa besar sebelum terjadi,klaim gempa ahli india jepang china turki rusia kawan australia usaha gempa,201669.jpg
877,202066,1,21-Jun-18,Dukung UAS Jadi Ketum PBNU,dukung uas tum pbnu dukung uas tum pbnu,202066.png
878,202750,1,21-Feb-18,Seorang Bayi yang Baru Berusia 12 Hari Meninggal Dunia Terpanggang Dalam Inkubator,bayi usia  dunia bayi usia  dunia lupa suhu bayi tanggung anak buah tua sadar aamiin,202750.png
879,202755,1,20-Feb-18,"TIANG GIRDER PROYEK BECAKAYU AMBRUK, WASKITA KARYA BERI PENJELASAN",tiang proyek karya kepala karya persero berita tiang tiang jatuh,202755.jpg
880,202851,0,29-Jan-18,Bahaya Buah Durian Mengandung Kolesterol Tinggi,bahaya buah kandung bahaya buah kandung,202851.jpg
881,203031,1,23-Dec-17,"Pria Ini Siram Karpet Masjid Dengan Air Kencing, Diduga Stres Akibat Himpitan Ekonomi",pria masjid air kencing duga ekonomi mesjid kencing mesjid buang air busuk mesjid,203031.png
882,203133,1,7-Dec-17,Surat Edaran Kontroversial di Tangerang yang Viral Akhirnya Dicabut,surat edar tangerang viral cabut salam,203133.png
883,203260,1,17-Nov-17,Informasi Tentang Jembatan Peudada di Aceh Ambruk,informasi jembatan aceh aceh jam  aceh mobil ,203260.jpg
884,203427,0,14-Oct-17,Orang Tua Berkelahi di Lippo Mall,tua lippo mall tua lippo mall,203427.jpg
885,203696,0,17-May-17,Admin Grup Whatsapp Dihukum Penjara,grup whatsapp hukum penjara whatsapp penjara gambar maksud whatsapp gambar kertas,203696.jpg
886,203731,1,27-Apr-17,Ahok Diminta Menjadi Walikota Berlin,ahok walikota portal berita jerman tarik basuki calon gubernur dki jakarta walikota kalah pilih kepala daerah pilkada dki jakarta  berita foto ahok basuki jabat jerman,203731.jpg
887,203789,1,24-Mar-17,MARAK PENCULIKAN ANAK KECIL DENGAN PELAKU SADIS DAN KEJI,marak culi anak laku berita culi anak marak laku anak untung warga laku lurah moga cepat sembuh,203789.jpg
888,203970,1,8-Feb-17,Mengkonsumsi Sayap dan Ceker Ayam yang Disuntik Hormon Dapat Menyebabkan Kanker,konsumsi kanker perempuan hati laku operasi penuh darah darah warna hitam pikir operasi sembuh laku,203970.png
889,204310,1,3-Dec-16,Poster Acara Parade Kebudayaan Untuk Dukung Ahok,poster budaya dukung ahok poster budaya dukung,204310.png
890,204821,1,22-Aug-20,Foto Sri Mulyani Berjilbab Kode pilkada sudah dekat Atau tagihan sudah jatuh tempo,foto mulyani jilbab pilkada jatuh tempo pakai pilkada jatuh tempo,204821.jpg
891,204885,1,17-Aug-20,Video Kembang api Olimpiade ditampilkan pada saat ini karena Olimpiade Tokyo ditunda karena covid-19,video kembang api covid kembang api kota buka buka covid kembang api simpan  kembang api sila nikmat kembang api gunung indah keras,204885.jpg
892,204936,1,11-Aug-20,Corona is a hoax,corona hoax corona hoax,204936.jpg
893,204970,1,10-Aug-20,Burhanuddin Muhtadi Disebut Dapat Rp450 Miliar untuk Menangkan Jokowi,miliar menang jokowi indonesia data bohong harga miliar,204970.jpg
894,205196,1,23-Jul-20,Raja Salman telah meninggal dan terindikasikan keracunan kopi,raja indikasi racun kopi berita info malam   info kabar raja indikasi racun jam,205196.png
895,205859,1,13-May-20,500 TKA dari China untuk sebagian pekerjaan proyek di PLTU Morowali, china proyek morowali  china proyek morowali tenaga lokal,205859.png
896,205946,1,6-May-20,"Jika TKA China ditolak Masuk Ke Indonesia, Internet Indonesia Akan diblokir",china tolak indonesia internet indonesia blokir hadap impor china china ancam blokir internet indonesia istana berani tolak china ancam partai komunis china serius mati jaring internet indonesia,205946.png
897,206161,1,15-Apr-20,Akun Media Sosial Erick Thohir For President 2024,akun media sosial president  akun media sosial president ,206161.png
898,206344,1,28-Mar-20,Larangan Keluar Rumah Karena Puncak Penyebaran Virus Corona,larang rumah puncak sebar virus corona besok rumah cari makan buruk infeksi positif tular rumah hubung temu hati,206344.jpg
899,206562,1,12-Mar-20,extremist act against the minority people Video,people video people,206562.png
900,206573,1,11-Mar-20,"Penculikan anak remaja, diambil organnya & mayatnya setelah dijahit dibuang kekali depan Season City",culi anak ambil organ mayat buang culi anak ambil organ mayat buang hati anak anak hati anak cucu culi anak ambil organ tubuh,206573.png
901,206730,1,12-Feb-20,"Orng kaya di Wuhan mulai stress, mereka menghamburkan uang",kaya wuhan uang kaya wuhan uang arti uang arti selamat,206730.png
902,206857,1,20-Jan-20,Bahaya Bertelepon di Dapur Saat Kompor Menyala,bahaya laku panggil panggil  suami dokter sedih  bawa rumah sakit bakar panggil gas,206857.jpg
903,207283,1,5-Nov-19,Johnny G Plate Menteri Kominfo Beri Gebrakan Gratis Telepon,menteri kominfo gratis takut nomor perintah bijak rakyat     gratis,207283.jpg
904,207298,1,31-Oct-19,"Menag: Allah Bukan Dari Arab, Jadi Kalau Berdoa Di Masjid Pakai Bahasa Indonesia Saja",allah arab doa masjid pakai bahasa indonesia allah arab doa masjid pakai bahasa indonesia,207298.png
905,207534,1,19-Sep-19,Makanan Kaleng Produksi Thailand Bisa Tularkan HIVKembali,makan kaleng produksi thailand tular makan makan kaleng buah produksi thailand negara  pabrik kaleng darah thailand kaleng,207534.jpg
906,207887,1,13-Jul-19,Hari ini Goobernur Anis menunjukkan bukti otentik ke panitera Mahkamah Internasional,bukti internasional menang prabowo mata hakim internasional hukum  juli ,207887.png
907,207930,1,8-Jul-19,Kebijakan Peniadaan Pendidikan Agama di Sekolah,bijak didik agama sekolah  bijak,207930.png
908,208011,1,23-Jun-19,Tukang kungfu diajak ke MK oleh Cukong 01,tukang  tukang ,208011.png
